Device_ID,Device_Type,Purchase_Date,Age,Manufacturer,Model,Country,Maintenance_Cost,Downtime,Maintenance_Frequency,Failure_Event_Count,Maintenance_Class,Maintenance_Report,Operational_Hours_Est,Expected_Lifespan_Est,MTBF,Cost_Per_Hour,Lifespan_Usage_Ratio,Risk_Class,Risk_Class_Label
MD02193,Infusion Pump,2022-09-13,3,MedEquip,Model-350,UK,11596.887820679023,6.279325089369686,1,1,2,Component component upgrade after detecting software crash; functionality restored. moderate delay average severity report,26280,12,26280.0,0.44128188054334183,0.25,Medium Risk,1
MD05383,X-Ray Machine,2022-09-21,3,ImagingTech,Model-450,Japan,1580.3376676156222,16.414614985538982,5,1,2,System performance degraded due to circuit failure; mitigation via component upgrade. reviewed logs device required inspection,26280,12,26280.0,0.0601346144450389,0.25,Medium Risk,1
MD05499,Infusion Pump,2013-11-29,12,ScanPro,Model-650,Italy,3415.3613101047627,1.9234376695329456,5,4,1,System performance degraded due to software crash; mitigation via inspection. quick fix routine reset,105120,12,26280.0,0.032490119007845916,1.0,Medium Risk,1
MD03928,Infusion Pump,2018-06-11,7,RescueTech,Model-100,Canada,11659.20673220599,20.72507994362292,2,3,3,battery wear caused operational delay; recalibration initiated. data loss emergency shutdown,61320,12,20440.0,0.19013709608946494,0.5833333333333334,High Risk,2
MD01342,Infusion Pump,2022-10-04,3,ImagingTech,Model-350,Japan,-243.76297292368864,16.06649097497886,5,4,2,circuit failure caused operational delay; firmware update initiated. driver update performance warning,26280,12,6570.0,-0.009275607797705048,0.25,Medium Risk,1
MD00109,Infusion Pump,2019-02-23,6,ScanPro,Model-500,UK,8094.546477097295,6.552115541541653,1,2,2,abnormal sound caused operational delay; software patch initiated. driver update non-critical warning,52560,12,26280.0,0.1540058309950018,0.5,Medium Risk,1
MD02055,Infusion Pump,2018-09-25,7,CardioSync,Model-100,USA,19552.536914497337,11.234587304692488,5,0,3,Component system reset after detecting circuit failure; functionality restored. data loss urgent inspection needed,61320,12,26280.0,0.31886068027555997,0.5833333333333334,Low Risk,0
MD00260,PET Scanner,2020-09-08,5,RescueTech,Model-550,Canada,9807.609462362172,7.223015938170488,4,2,2,Routine check completed; software crash observed during diagnostics. component issue component review,43800,12,21900.0,0.2239180242548441,0.4166666666666667,Medium Risk,1
MD03467,MRI Scanner,2016-06-11,9,RescueTech,Model-450,UK,6393.709889870459,19.07538409898477,5,2,3,Routine check completed; data lag observed during diagnostics. critical failure hardware fault,78840,12,39420.0,0.08109728424493226,0.75,Medium Risk,1
MD02710,X-Ray Machine,2018-10-12,7,ImagingTech,Model-200,Canada,1571.5760640038052,2.5651799012878875,5,4,1,Component recalibration after detecting sensor misalignment; functionality restored. minor issue temporary glitch,61320,12,15330.0,0.025629094324915284,0.5833333333333334,Medium Risk,1
MD02236,CT Scanner,2021-07-28,4,ScanPro,Model-650,Canada,5046.05352990958,10.548120891409882,4,5,1,data lag caused operational delay; component upgrade initiated. log cleaned low priority fault,35040,12,7008.0,0.1440083769951364,0.3333333333333333,Medium Risk,1
MD02433,X-Ray Machine,2014-08-27,11,RescueTech,Model-450,Canada,10159.538455633296,21.72338367260954,3,1,3,voltage spike caused operational delay; replacement initiated. critical failure sensor replacement,96360,12,96360.0,0.10543315126227995,0.9166666666666666,Medium Risk,1
MD02458,Defibrillator,2013-10-30,12,CardioSync,Model-100,USA,22230.90963170836,13.903157218404775,4,4,3,System performance degraded due to sensor misalignment; mitigation via inspection. data loss emergency shutdown,105120,12,26280.0,0.2114812560094022,1.0,Medium Risk,1
MD02048,Infusion Pump,2013-08-18,12,CardioSync,Model-600,Italy,7460.598850150111,5.495317101918271,4,2,1,System performance degraded due to battery wear; mitigation via software patch. software reset log file cleared,105120,12,52560.0,0.07097221128377199,1.0,Medium Risk,1
MD04983,Infusion Pump,2017-02-04,8,ScanPro,Model-400,France,1652.6929982519432,2.293236870835832,5,0,1,data lag caused operational delay; replacement initiated. software reset quick fix,70080,12,26280.0,0.023582948034416996,0.6666666666666666,Low Risk,0
MD03100,PET Scanner,2020-09-02,5,MedEquip,Model-150,USA,9144.418589782515,15.349647514515652,5,0,2,System performance degraded due to voltage spike; mitigation via recalibration. component issue driver update applied,43800,12,26280.0,0.20877668013202091,0.4166666666666667,Low Risk,0
MD01800,PET Scanner,2018-10-07,7,CardioSync,Model-600,Japan,17354.821775367993,3.5495828768042585,2,6,3,Component software patch after detecting software crash; functionality restored. critical failure high priority failure,61320,12,10220.0,0.28302057689771676,0.5833333333333334,High Risk,2
MD01836,Defibrillator,2013-06-04,12,RescueTech,Model-650,Canada,6945.809699228764,9.314825797529418,4,2,1,System performance degraded due to sensor misalignment; mitigation via system reset. log cleaned minor issue,105120,12,52560.0,0.06607505421640757,1.0,Medium Risk,1
MD01260,X-Ray Machine,2014-08-04,11,UltraMed,Model-250,France,3128.6371981606044,15.58501856459227,5,2,2,Routine check completed; overheating observed during diagnostics. reviewed logs moderate delay,96360,12,48180.0,0.03246821500789336,0.9166666666666666,Medium Risk,1
MD02488,CT Scanner,2021-05-05,4,MedEquip,Model-250,France,5350.112337348543,3.5713069965567183,4,2,2,Routine check completed; voltage spike observed during diagnostics. reviewed logs non-critical warning,35040,12,17520.0,0.15268585437638538,0.3333333333333333,Medium Risk,1
MD03540,MRI Scanner,2021-02-10,4,ImagingTech,Model-150,USA,3082.580531405835,4.720296809711623,2,3,1,System performance degraded due to battery wear; mitigation via software patch. quick fix low priority fault,35040,12,11680.0,0.08797318868167336,0.3333333333333333,Medium Risk,1
MD03429,PET Scanner,2021-01-12,4,ImagingTech,Model-200,France,4445.976677822229,4.782550743289771,4,3,1,software crash caused operational delay; replacement initiated. minor issue quick fix,35040,12,11680.0,0.12688289605657047,0.3333333333333333,Medium Risk,1
MD01611,PET Scanner,2023-09-13,2,MedEquip,Model-150,UK,10565.808211099746,27.04509600454824,1,0,3,System performance degraded due to voltage spike; mitigation via firmware update. sensor replaced emergency shutdown,17520,12,26280.0,0.6030712449257846,0.16666666666666666,Low Risk,0
MD04802,Defibrillator,2014-02-28,11,ImagingTech,Model-400,Canada,3230.2145381564887,3.992688530646475,1,1,1,Routine check completed; sensor misalignment observed during diagnostics. software reset log file cleared,96360,12,96360.0,0.03352235925857709,0.9166666666666666,Medium Risk,1
MD01682,X-Ray Machine,2021-09-18,4,ImagingTech,Model-650,UK,13083.87384058913,7.086621155456196,3,1,2,Component inspection after detecting sensor misalignment; functionality restored. reviewed logs performance warning,35040,12,35040.0,0.37339822604421036,0.3333333333333333,Medium Risk,1
MD03410,Defibrillator,2024-01-03,1,RescueTech,Model-350,Japan,5884.844797672917,2.715759668368817,5,3,1,Component firmware update after detecting voltage spike; functionality restored. minor issue minor issue,8760,12,2920.0,0.6717859358074105,0.08333333333333333,Medium Risk,1
MD02759,MRI Scanner,2014-02-23,11,MedEquip,Model-650,USA,15948.514921674869,3.320573781250654,3,0,2,Component component upgrade after detecting overheating; functionality restored. component issue driver update applied,96360,12,26280.0,0.1655097023835084,0.9166666666666666,Low Risk,0
MD04596,Defibrillator,2014-03-31,11,CardioSync,Model-450,UK,759.5423287861223,9.186720141132112,2,5,1,data lag caused operational delay; replacement initiated. log cleaned minor issue,96360,12,19272.0,0.007882340481383586,0.9166666666666666,Medium Risk,1
MD02786,PET Scanner,2020-09-09,5,CardioSync,Model-550,Japan,4303.483762714389,3.573248024287921,3,0,1,System performance degraded due to battery wear; mitigation via replacement. software reset low priority fault,43800,12,26280.0,0.09825305394325089,0.4166666666666667,Low Risk,0
MD02353,MRI Scanner,2016-08-08,9,MedEquip,Model-100,USA,21548.061983419528,28.99646527970384,1,5,3,Component system reset after detecting abnormal sound; functionality restored. critical failure system crash,78840,12,15768.0,0.2733138252589996,0.75,High Risk,2
MD05292,X-Ray Machine,2023-01-03,2,RescueTech,Model-300,Canada,9783.70868353346,8.248375103137077,3,2,1,voltage spike caused operational delay; system reset initiated. log cleaned low priority fault,17520,12,8760.0,0.5584308609322751,0.16666666666666666,Medium Risk,1
MD05098,PET Scanner,2023-03-18,2,ImagingTech,Model-500,France,3685.378934936874,1.993392107959134,1,2,1,System performance degraded due to overheating; mitigation via firmware update. minor issue routine reset,17520,12,8760.0,0.21035267893475307,0.16666666666666666,Medium Risk,1
MD02641,Infusion Pump,2021-02-17,4,ScanPro,Model-300,USA,8369.203846319542,8.179712661982151,1,3,2,Routine check completed; software crash observed during diagnostics. moderate delay non-critical warning,35040,12,11680.0,0.23884714173286364,0.3333333333333333,Medium Risk,1
MD04826,Infusion Pump,2020-09-25,5,MedEquip,Model-200,UK,7744.921470955479,2.032542856794928,3,1,2,Component replacement after detecting data lag; functionality restored. reviewed logs device required inspection,43800,12,43800.0,0.176824691117705,0.4166666666666667,Medium Risk,1
MD01960,CT Scanner,2023-07-14,2,MedEquip,Model-400,UK,2936.952114074145,1.1653936036826642,4,4,1,Routine check completed; abnormal sound observed during diagnostics. quick fix minor issue,17520,12,4380.0,0.1676342530864238,0.16666666666666666,Medium Risk,1
MD04998,Infusion Pump,2016-12-19,9,MedEquip,Model-600,Japan,23382.11936178163,5.564217423800486,5,4,3,abnormal sound caused operational delay; system reset initiated. sensor replaced hardware fault,78840,12,19710.0,0.29657685644065995,0.75,High Risk,2
MD04500,PET Scanner,2019-01-08,6,UltraMed,Model-250,Canada,-724.5416720088288,17.350515158638895,2,2,3,Routine check completed; abnormal sound observed during diagnostics. sensor replaced critical malfunction,52560,12,26280.0,-0.01378503942178137,0.5,Medium Risk,1
MD04895,X-Ray Machine,2014-09-24,11,ImagingTech,Model-250,Canada,5196.845085311753,8.13098369391635,4,2,1,overheating caused operational delay; component upgrade initiated. software reset log file cleared,96360,12,48180.0,0.05393155962340964,0.9166666666666666,Medium Risk,1
MD04659,Infusion Pump,2018-03-14,7,CardioSync,Model-400,Japan,-2339.4585384064662,11.080409562675856,5,1,2,System performance degraded due to circuit failure; mitigation via firmware update. reviewed logs driver update applied,61320,12,61320.0,-0.038151639569577074,0.5833333333333334,Medium Risk,1
MD02576,MRI Scanner,2015-03-12,10,MedEquip,Model-650,France,6686.596541982885,5.130837238750582,1,2,2,Routine check completed; battery wear observed during diagnostics. driver update driver update applied,87600,12,43800.0,0.07633101075322929,0.8333333333333334,Medium Risk,1
MD04707,Defibrillator,2014-08-26,11,MedEquip,Model-250,UK,4813.957271897712,5.131077728388127,3,0,3,abnormal sound caused operational delay; firmware update initiated. critical failure critical failure,96360,12,26280.0,0.04995804557801694,0.9166666666666666,Low Risk,0
MD01060,X-Ray Machine,2014-10-14,11,ImagingTech,Model-500,Japan,6798.974129982608,28.99646527970384,2,1,3,Routine check completed; software crash observed during diagnostics. sensor replaced sensor replacement,96360,12,96360.0,0.07055805448300756,0.9166666666666666,Medium Risk,1
MD02408,X-Ray Machine,2014-01-02,11,ImagingTech,Model-500,Canada,5504.306920574063,12.789090399989131,1,0,2,Routine check completed; data lag observed during diagnostics. component issue average severity report,96360,12,26280.0,0.0571223217162107,0.9166666666666666,Low Risk,0
MD01168,Defibrillator,2013-12-09,12,MedEquip,Model-150,Italy,9471.59875098992,5.140178494822023,3,2,3,voltage spike caused operational delay; inspection initiated. critical failure hardware fault,105120,12,52560.0,0.09010272784427245,1.0,Medium Risk,1
MD04139,MRI Scanner,2022-12-12,3,ScanPro,Model-350,Canada,19590.879928228074,17.693532541505714,5,1,3,battery wear caused operational delay; system reset initiated. reboot failed critical failure,26280,12,26280.0,0.7454672727636253,0.25,Medium Risk,1
MD04126,Defibrillator,2019-10-20,6,ImagingTech,Model-600,USA,7950.6217935083505,6.191761470367908,2,0,1,System performance degraded due to voltage spike; mitigation via component upgrade. quick fix quick fix,52560,12,26280.0,0.15126753792824107,0.5,Low Risk,0
MD03712,MRI Scanner,2023-08-15,2,ScanPro,Model-200,France,-2721.284601704629,12.439759613339238,5,4,2,Routine check completed; battery wear observed during diagnostics. driver update performance warning,17520,12,4380.0,-0.1553244635676158,0.16666666666666666,Medium Risk,1
MD05099,Defibrillator,2016-09-12,9,UltraMed,Model-250,Italy,8424.568264115816,3.978989347813776,1,3,1,Component inspection after detecting voltage spike; functionality restored. minor issue temporary glitch,78840,12,26280.0,0.1068565228832549,0.75,Medium Risk,1
MD05071,CT Scanner,2015-08-19,10,ImagingTech,Model-500,Canada,2606.614548930633,6.088706686601832,5,2,1,overheating caused operational delay; firmware update initiated. minor issue log file cleared,87600,12,43800.0,0.029755873846240104,0.8333333333333334,Medium Risk,1
MD03169,CT Scanner,2020-06-01,5,RescueTech,Model-450,Italy,4246.509868750094,3.675948811510126,5,2,1,abnormal sound caused operational delay; firmware update initiated. quick fix quick fix,43800,12,21900.0,0.09695228010844964,0.4166666666666667,Medium Risk,1
MD05392,CT Scanner,2017-08-11,8,CardioSync,Model-200,Japan,3546.486312299759,2.818635130463289,1,4,1,Routine check completed; data lag observed during diagnostics. quick fix log file cleared,70080,12,17520.0,0.05060625445633218,0.6666666666666666,Medium Risk,1
MD03865,PET Scanner,2015-12-30,10,ScanPro,Model-450,Japan,16164.441903014327,21.930122442960272,2,1,3,System performance degraded due to software crash; mitigation via inspection. sensor replaced urgent inspection needed,87600,12,87600.0,0.18452559250016357,0.8333333333333334,Medium Risk,1
MD00916,PET Scanner,2021-10-10,4,MedEquip,Model-250,France,3435.261904575733,10.338084453990598,4,3,1,Routine check completed; abnormal sound observed during diagnostics. log cleaned system check passed,35040,12,11680.0,0.0980382963634627,0.3333333333333333,Medium Risk,1
MD01542,CT Scanner,2019-08-24,6,MedEquip,Model-300,USA,6758.31108638223,5.733994975908307,2,0,1,Component inspection after detecting voltage spike; functionality restored. log cleaned stable condition,52560,12,26280.0,0.12858278322645034,0.5,Low Risk,0
MD03934,X-Ray Machine,2020-03-19,5,RescueTech,Model-650,USA,15983.020634179516,18.00740418456352,5,1,3,circuit failure caused operational delay; software patch initiated. data loss critical failure,43800,12,43800.0,0.3649091468990757,0.4166666666666667,Medium Risk,1
MD05079,Defibrillator,2015-08-26,10,UltraMed,Model-550,USA,23382.11936178163,8.02944119698057,3,3,3,System performance degraded due to overheating; mitigation via replacement. data loss hardware fault,87600,12,29200.0,0.26691917079659394,0.8333333333333334,Medium Risk,1
